Source file: ..\etc\myCropped2.txt
Images path: C:\Users\Pedro\Dropbox\FEUP\PDIS\Visage\VisageFaceRec\Debug\croppedImages\

Loaded 313 images in 0 seconds
Trainning 150 images.

Trained FaceRecognizer.Eigenfaces in 13 seconds

Testing 163 different images.

                                       Class     Pred           Conf
      Alvaro_Uribe\Alvaro_Uribe_0017.jpg  204       -        68.3861
      Alvaro_Uribe\Alvaro_Uribe_0018.jpg  204     223        113.399
      Alvaro_Uribe\Alvaro_Uribe_0019.jpg  204     121         72.262
      Alvaro_Uribe\Alvaro_Uribe_0020.jpg  204     374        75.9125
Amelie_Mauresmo\Amelie_Mauresmo_0009.jpg  223       -        75.6237
Amelie_Mauresmo\Amelie_Mauresmo_0010.jpg  223     706        99.9554
Amelie_Mauresmo\Amelie_Mauresmo_0011.jpg  223     386        120.154
Amelie_Mauresmo\Amelie_Mauresmo_0012.jpg  223       -        67.6028
Amelie_Mauresmo\Amelie_Mauresmo_0013.jpg  223     374        83.6231
Amelie_Mauresmo\Amelie_Mauresmo_0014.jpg  223      17        84.2014
Amelie_Mauresmo\Amelie_Mauresmo_0015.jpg  223       -        73.3413
Amelie_Mauresmo\Amelie_Mauresmo_0016.jpg  223       -        74.9254
Amelie_Mauresmo\Amelie_Mauresmo_0017.jpg  223       -        73.9202
Amelie_Mauresmo\Amelie_Mauresmo_0018.jpg  223       -        84.5662
Amelie_Mauresmo\Amelie_Mauresmo_0019.jpg  223       -        93.0501
Amelie_Mauresmo\Amelie_Mauresmo_0020.jpg  223       -          80.68
      Andre_Agassi\Andre_Agassi_0009.jpg  272       -        84.9376
      Andre_Agassi\Andre_Agassi_0010.jpg  272       -        82.3959
      Andre_Agassi\Andre_Agassi_0011.jpg  272     386        100.064
      Andre_Agassi\Andre_Agassi_0012.jpg  272     706        94.6606
      Andre_Agassi\Andre_Agassi_0013.jpg  272     223        87.4049
      Andre_Agassi\Andre_Agassi_0014.jpg  272     551        78.8296
      Andre_Agassi\Andre_Agassi_0015.jpg  272       -        79.4539
      Andre_Agassi\Andre_Agassi_0016.jpg  272     417        96.9366
      Andre_Agassi\Andre_Agassi_0017.jpg  272       -        109.986
      Andre_Agassi\Andre_Agassi_0018.jpg  272       -        101.323
      Andre_Agassi\Andre_Agassi_0019.jpg  272      50        86.6101
      Andre_Agassi\Andre_Agassi_0020.jpg  272     386        126.947
      Andy_Roddick\Andy_Roddick_0009.jpg  290       -        82.5432
      Andy_Roddick\Andy_Roddick_0011.jpg  290     121        84.1247
      Andy_Roddick\Andy_Roddick_0012.jpg  290       -        85.2852
      Andy_Roddick\Andy_Roddick_0013.jpg  290     302        62.2597
      Andy_Roddick\Andy_Roddick_0014.jpg  290     370        83.3132
      Andy_Roddick\Andy_Roddick_0015.jpg  290     706        86.2107
  Angelina_Jolie\Angelina_Jolie_0009.jpg  302     386        75.0109
  Angelina_Jolie\Angelina_Jolie_0010.jpg  302       -         101.17
  Angelina_Jolie\Angelina_Jolie_0011.jpg  302       -        101.353
  Angelina_Jolie\Angelina_Jolie_0012.jpg  302       -        83.3185
  Angelina_Jolie\Angelina_Jolie_0013.jpg  302     386        98.2472
  Angelina_Jolie\Angelina_Jolie_0014.jpg  302       -        68.2751
  Angelina_Jolie\Angelina_Jolie_0015.jpg  302       -        53.6665
  Angelina_Jolie\Angelina_Jolie_0016.jpg  302     223        112.373
  Angelina_Jolie\Angelina_Jolie_0017.jpg  302     544        106.535
  Angelina_Jolie\Angelina_Jolie_0018.jpg  302      17        85.6907
  Angelina_Jolie\Angelina_Jolie_0019.jpg  302       -        73.1827
  Angelina_Jolie\Angelina_Jolie_0020.jpg  302      50        110.334
Anna_Kournikova\Anna_Kournikova_0009.jpg  317      17        130.254
Anna_Kournikova\Anna_Kournikova_0010.jpg  317     706        87.8812
Anna_Kournikova\Anna_Kournikova_0011.jpg  317     121        98.9341
Anna_Kournikova\Anna_Kournikova_0012.jpg  317     706        66.8229
        Ann_Veneman\Ann_Veneman_0009.jpg  335     302        94.2753
        Ann_Veneman\Ann_Veneman_0010.jpg  335     317        103.125
        Ann_Veneman\Ann_Veneman_0011.jpg  335     302        68.3322
      Ariel_Sharon\Ariel_Sharon_0009.jpg  370     302         89.118
      Ariel_Sharon\Ariel_Sharon_0010.jpg  370       -        73.3352
      Ariel_Sharon\Ariel_Sharon_0011.jpg  370       -        52.4673
      Ariel_Sharon\Ariel_Sharon_0012.jpg  370     223        101.017
      Ariel_Sharon\Ariel_Sharon_0013.jpg  370       -        83.8186
      Ariel_Sharon\Ariel_Sharon_0014.jpg  370       -        62.7584
      Ariel_Sharon\Ariel_Sharon_0015.jpg  370       -        66.2802
      Ariel_Sharon\Ariel_Sharon_0016.jpg  370       -        70.9835
      Ariel_Sharon\Ariel_Sharon_0017.jpg  370     302         101.52
      Ariel_Sharon\Ariel_Sharon_0018.jpg  370       -        85.6139
      Ariel_Sharon\Ariel_Sharon_0019.jpg  370       -        60.1919
      Ariel_Sharon\Ariel_Sharon_0020.jpg  370     386        76.4126
    Ari_Fleischer\Ari_Fleischer_0009.jpg  374       -        59.4866
    Ari_Fleischer\Ari_Fleischer_0010.jpg  374       -        78.9143
    Ari_Fleischer\Ari_Fleischer_0011.jpg  374       -        27.1283
    Ari_Fleischer\Ari_Fleischer_0012.jpg  374       -        65.1106
    Ari_Fleischer\Ari_Fleischer_0013.jpg  374       -        74.7511
Arnold_Schwarzenegger\Arnold_Schwarzenegger_0009.jpg  386     374         93.332
Arnold_Schwarzenegger\Arnold_Schwarzenegger_0010.jpg  386     121        69.4631
Arnold_Schwarzenegger\Arnold_Schwarzenegger_0011.jpg  386     272        77.4018
Arnold_Schwarzenegger\Arnold_Schwarzenegger_0012.jpg  386      50        81.3264
Arnold_Schwarzenegger\Arnold_Schwarzenegger_0013.jpg  386     204        75.1653
Arnold_Schwarzenegger\Arnold_Schwarzenegger_0014.jpg  386       -        84.5687
Arnold_Schwarzenegger\Arnold_Schwarzenegger_0015.jpg  386     374        91.4321
Arnold_Schwarzenegger\Arnold_Schwarzenegger_0016.jpg  386     302        82.7951
Arnold_Schwarzenegger\Arnold_Schwarzenegger_0017.jpg  386     121        83.8124
Arnold_Schwarzenegger\Arnold_Schwarzenegger_0018.jpg  386       -        85.6934
Arnold_Schwarzenegger\Arnold_Schwarzenegger_0019.jpg  386      17         95.842
Arnold_Schwarzenegger\Arnold_Schwarzenegger_0020.jpg  386     706        111.356
Atal_Bihari_Vajpayee\Atal_Bihari_Vajpayee_0009.jpg  417     370        85.8541
Atal_Bihari_Vajpayee\Atal_Bihari_Vajpayee_0010.jpg  417       -        84.8766
Atal_Bihari_Vajpayee\Atal_Bihari_Vajpayee_0011.jpg  417     302        90.3332
Atal_Bihari_Vajpayee\Atal_Bihari_Vajpayee_0012.jpg  417     370        80.1424
Atal_Bihari_Vajpayee\Atal_Bihari_Vajpayee_0013.jpg  417      17        94.3661
Atal_Bihari_Vajpayee\Atal_Bihari_Vajpayee_0014.jpg  417       -        55.6621
Atal_Bihari_Vajpayee\Atal_Bihari_Vajpayee_0015.jpg  417     386        76.6824
Atal_Bihari_Vajpayee\Atal_Bihari_Vajpayee_0016.jpg  417       -        79.2064
Atal_Bihari_Vajpayee\Atal_Bihari_Vajpayee_0017.jpg  417     370        80.5563
Atal_Bihari_Vajpayee\Atal_Bihari_Vajpayee_0018.jpg  417     272        119.586
Atal_Bihari_Vajpayee\Atal_Bihari_Vajpayee_0019.jpg  417      17        75.2236
Atal_Bihari_Vajpayee\Atal_Bihari_Vajpayee_0020.jpg  417     272        110.697
      Bill_Clinton\Bill_Clinton_0009.jpg  544     562        87.8459
      Bill_Clinton\Bill_Clinton_0010.jpg  544      17        99.8997
      Bill_Clinton\Bill_Clinton_0011.jpg  544     223        106.673
      Bill_Clinton\Bill_Clinton_0013.jpg  544       -         77.044
      Bill_Clinton\Bill_Clinton_0014.jpg  544     302        62.8122
      Bill_Clinton\Bill_Clinton_0015.jpg  544       -        80.8295
      Bill_Clinton\Bill_Clinton_0016.jpg  544       -        63.7685
      Bill_Clinton\Bill_Clinton_0017.jpg  544     706        70.5587
      Bill_Clinton\Bill_Clinton_0018.jpg  544       -        71.3964
      Bill_Clinton\Bill_Clinton_0019.jpg  544     302        79.1972
      Bill_Clinton\Bill_Clinton_0020.jpg  544       -        87.3391
          Bill_Gates\Bill_Gates_0009.jpg  551       -        91.1567
          Bill_Gates\Bill_Gates_0010.jpg  551     562        73.4838
          Bill_Gates\Bill_Gates_0011.jpg  551       -        63.5347
          Bill_Gates\Bill_Gates_0012.jpg  551      17        84.1299
          Bill_Gates\Bill_Gates_0013.jpg  551     121        79.5107
          Bill_Gates\Bill_Gates_0014.jpg  551       -        61.4745
          Bill_Gates\Bill_Gates_0015.jpg  551      17        86.9258
          Bill_Gates\Bill_Gates_0016.jpg  551       -        80.3893
          Bill_Gates\Bill_Gates_0017.jpg  551       -        64.2848
      Bill_McBride\Bill_McBride_0009.jpg  562     551        72.5974
      Bill_McBride\Bill_McBride_0010.jpg  562      17        131.274
          Bill_Simon\Bill_Simon_0010.jpg  573       -        63.4026
          Bill_Simon\Bill_Simon_0011.jpg  573       -         65.572
          Bill_Simon\Bill_Simon_0012.jpg  573       -        68.5793
          Bill_Simon\Bill_Simon_0013.jpg  573     706        95.2294
          Bill_Simon\Bill_Simon_0014.jpg  573     562         70.412
          Bill_Simon\Bill_Simon_0015.jpg  573     223         84.231
  Britney_Spears\Britney_Spears_0009.jpg  706       -        40.8457
  Britney_Spears\Britney_Spears_0010.jpg  706       -        67.0878
  Britney_Spears\Britney_Spears_0011.jpg  706     544        86.2932
  Britney_Spears\Britney_Spears_0012.jpg  706       -        70.6677
  Britney_Spears\Britney_Spears_0013.jpg  706       -        57.1986
  Britney_Spears\Britney_Spears_0014.jpg  706       -        57.0831
Tested in 14 seconds

Right predictions: 75, 46.0123%

-------------------------------------------------------------------------------
